,LP1_c1_surpass_rade,LP1_makespan,LP1_makespan_c1,LP1_makespan_c2,LP1_workload_rade,LP2_c1_surpass_rade,LP2_makespan,LP2_makespan_c1,LP2_makespan_c2,LP2_workload_rade,LP3_c1_surpass_rade,LP3_makespan,LP3_makespan_c1,LP3_makespan_c2,LP3_workload_rade,LP4_c1_surpass_rade,LP4_makespan,LP4_makespan_c1,LP4_makespan_c2,LP4_workload_rade,NP_c1_surpass_rade,NP_makespan_c1,NP_makespan_c2,NP_workload_rade,P_c1_surpass_rade,P_makespan,P_makespan_c1,P_makespan_c2,P_workload_rade
new_0,0.0,609570.0,483466.0,609570.0,96.28332456070945,0.0,609570.0,483466.0,609570.0,96.57523220898018,0.0,609570.0,483466.0,609570.0,96.57523220898018,0.0,609570.0,483466.0,609570.0,96.57523220898018,0.0,483466.0,609570.0,96.28332456070945,0.0,626050.0,483466.0,626050.0,96.19292533489948
new_1,2.3557449558701755,666046.0,495130.0,666046.0,85.93715213179276,5.875641979106232,644770.0,513646.0,644770.0,85.86208427014954,2.3557449558701755,666046.0,495130.0,666046.0,85.93715213179276,2.3557449558701755,666046.0,495130.0,666046.0,85.72988456884994,5.875641979106232,513646.0,644770.0,85.86208427014954,0.0,654746.0,483466.0,654746.0,82.74071034974658
new_2,1.7827478627284146,822326.0,641706.0,822326.0,91.04987673134526,-0.8177185141581115,852554.0,625154.0,852554.0,90.47353868983352,-0.8177185141581115,852554.0,625154.0,852554.0,90.47353868983352,0.1780199242940179,911794.0,631390.0,911794.0,92.6751133642236,1.7827478627284146,641706.0,822326.0,91.04987673134526,0.0,911794.0,630266.0,911794.0,88.16947406828412
new_3,2.0055445319627005,875406.0,563438.0,875406.0,93.88053290004008,6.907993458211799,847006.0,593110.0,847006.0,96.4509063569156,6.183542045435237,845434.0,588530.0,845434.0,95.11004208382596,6.183542045435237,846954.0,588530.0,846954.0,94.36280007157526,10.40589615523167,616266.0,847006.0,98.279553481168,0.0,875406.0,552138.0,875406.0,92.56931710414815
new_4,0.0,486498.0,486498.0,290490.0,90.142546077741,0.0,486498.0,486498.0,290490.0,90.142546077741,0.0,486498.0,486498.0,290490.0,90.142546077741,0.0,486498.0,486498.0,290490.0,90.142546077741,0.0,486498.0,290490.0,90.142546077741,0.0,486498.0,486498.0,290490.0,90.142546077741
new_5,3.354796057235493,584214.0,568738.0,584214.0,93.92395685579578,0.0,604214.0,549658.0,604214.0,93.3472689779518,0.0,604214.0,549658.0,604214.0,93.3472689779518,2.014411061077656,575514.0,560958.0,575514.0,94.24685035937851,3.354796057235493,568738.0,584214.0,93.92395685579578,0.0,604214.0,549658.0,604214.0,93.3472689779518
new_6,0.0,574058.0,574058.0,486498.0,77.84889207370264,0.0,574058.0,574058.0,486498.0,77.84889207370264,0.0,574058.0,574058.0,486498.0,77.84889207370264,0.0,574058.0,574058.0,486498.0,77.84889207370264,0.0,574058.0,486498.0,77.84889207370264,0.0,574058.0,574058.0,486498.0,77.84889207370264
new_7,0.0,677434.0,574058.0,677434.0,94.80550793663106,0.0,658982.0,574058.0,658982.0,93.95107361506332,0.0,658982.0,574058.0,658982.0,93.95107361506332,0.0,734766.0,574058.0,734766.0,94.97849379908092,0.0,574058.0,677434.0,94.80550793663106,0.0,658982.0,574058.0,658982.0,93.95107361506332
new_8,0.0,620750.0,486498.0,620750.0,92.7971321422404,0.0,644922.0,486498.0,644922.0,93.08478854169532,0.0,644922.0,486498.0,644922.0,93.08478854169532,0.0,581426.0,486498.0,581426.0,94.09722438277188,14.087879719005286,566274.0,586499.0,93.69031740706497,0.0,644922.0,486498.0,644922.0,93.08478854169532
new_9,0.0,743830.0,586498.0,743830.0,97.16592120219208,0.0,743830.0,586498.0,743830.0,97.16592120219208,0.0,743830.0,586498.0,743830.0,97.16592120219208,0.0,743830.0,586498.0,743830.0,97.16592120219208,0.0,586498.0,743830.0,97.16592120219208,0.0,743830.0,586498.0,743830.0,97.16592120219208
new_10,0.0,574058.0,574058.0,486498.0,75.76822705122385,0.0,574058.0,574058.0,486498.0,75.76822705122385,0.0,574058.0,574058.0,486498.0,75.76822705122385,0.0,574058.0,574058.0,486498.0,75.76822705122385,0.0,574058.0,486498.0,75.76822705122385,0.0,574058.0,574058.0,486498.0,75.76822705122385
new_11,1.4744457540902114,804994.0,639698.0,804994.0,95.78610510877418,0.0,815310.0,630266.0,815310.0,95.17867025365544,0.0,815310.0,630266.0,815310.0,95.17867025365544,1.4744457540902114,804994.0,639698.0,804994.0,95.78610510877418,1.4744457540902114,639698.0,804994.0,95.78610510877418,0.0,815310.0,630266.0,815310.0,95.17867025365544
new_12,4.35129429486252,694434.0,539058.0,694434.0,99.39100633173824,0.0,672614.0,515602.0,672614.0,98.8462813374708,0.0,672614.0,515602.0,672614.0,98.8462813374708,1.351532336138184,672614.0,522666.0,672614.0,99.3055753055818,7.467202670447407,557210.0,628802.0,99.43357265144132,0.0,672614.0,515602.0,672614.0,98.8462813374708
new_13,0.0,574058.0,574058.0,486498.0,82.4189436168033,0.0,574058.0,574058.0,486498.0,82.4189436168033,0.0,574058.0,574058.0,486498.0,82.4189436168033,0.0,574058.0,574058.0,486498.0,82.4189436168033,0.0,574058.0,486498.0,82.4189436168033,0.0,574058.0,574058.0,486498.0,82.4189436168033
new_14,0.0,674059.0,390490.0,674059.0,85.07553603970017,0.0,674059.0,390490.0,674059.0,85.05602258489691,0.0,674059.0,390490.0,674059.0,85.05602258489691,0.0,674059.0,390490.0,674059.0,85.07553603970017,0.0,390490.0,674059.0,85.07553603970017,0.0,674059.0,390490.0,674059.0,85.05602258489691
new_15,0.0,661618.0,661618.0,628458.0,87.77905457711174,0.0,661618.0,661618.0,639554.0,87.73998460429665,0.0,661618.0,661618.0,639554.0,87.73998460429665,0.0,661618.0,661618.0,639554.0,87.81796921933243,0.0,661618.0,628458.0,87.77905457711174,0.0,661618.0,661618.0,639554.0,87.73998460429665
new_16,0.0,733606.0,461202.0,733606.0,92.1370874500596,7.3135930095620125,764994.0,497594.0,764994.0,93.21590170249524,4.200853298326223,730450.0,481426.0,730450.0,93.67999822920048,4.200853298326223,730450.0,481426.0,730450.0,93.67999822920048,20.67743788547468,581426.0,686498.0,94.50643631386474,0.0,733606.0,461202.0,733606.0,92.1370874500596
new_17,0.0,574058.0,574058.0,370268.0,79.21893748427675,0.0,574058.0,574058.0,470266.0,79.65122884485253,0.0,574058.0,574058.0,470266.0,79.65122884485253,0.0,574058.0,574058.0,470266.0,79.65122884485253,0.0,574058.0,370268.0,79.21893748427675,0.0,574058.0,574058.0,470266.0,79.65122884485253
new_18,0.0,515686.0,486498.0,515686.0,93.07438703298904,0.0,515686.0,486498.0,515686.0,93.07438703298904,0.0,515686.0,486498.0,515686.0,93.07438703298904,0.0,515686.0,486498.0,515686.0,93.07438703298904,15.76871535076025,577574.0,515686.0,93.40431609779498,0.0,515686.0,486498.0,515686.0,93.07438703298904
new_19,0.0,687330.0,486498.0,687330.0,90.87530677894196,0.0,687330.0,486498.0,687330.0,89.83975821022561,0.0,687330.0,486498.0,687330.0,89.83975821022561,0.0,666274.0,486498.0,666274.0,91.92968485732816,0.0,486498.0,687330.0,90.87530677894196,0.0,675110.0,486498.0,675110.0,90.87545318774042
new_20,0.985218276212981,754154.0,579770.0,754154.0,99.9473504875634,0.0,755931.0,574058.0,755931.0,99.73894405293396,0.0,755931.0,574058.0,755931.0,99.73894405293396,0.0,755931.0,574058.0,755931.0,99.46936318254228,0.985218276212981,579770.0,754154.0,99.9473504875634,0.0,755931.0,574058.0,755931.0,98.51937269180006
new_21,0.0,697214.0,515602.0,697214.0,88.16982890445453,3.774359586880816,653826.0,535826.0,653826.0,89.63641531525188,3.774359586880816,653826.0,535826.0,653826.0,89.63641531525188,3.774359586880816,631834.0,535826.0,631834.0,90.53468439690243,9.2189266183301,567962.0,631835.0,90.50208828492612,0.0,697214.0,515602.0,697214.0,88.16982890445453
new_22,1.879848012288368,665134.0,470038.0,665134.0,91.46908519379896,0.0,665134.0,461202.0,665134.0,90.7292208020465,0.0,665134.0,461202.0,665134.0,90.7292208020465,0.0,742306.0,461202.0,742306.0,91.56774257107004,1.879848012288368,470038.0,665134.0,91.46908519379896,0.0,662670.0,461202.0,662670.0,88.81995371470582
new_23,2.755765458407727,679406.0,590326.0,679406.0,97.12680868745764,0.0,679406.0,574058.0,679406.0,97.88000141400572,0.0,679406.0,574058.0,679406.0,97.88000141400572,0.0,684226.0,574058.0,684226.0,99.81474217820836,12.201262094048335,653834.0,656890.0,99.90314619836651,0.0,679406.0,574058.0,679406.0,97.88000141400572
new_24,0.0,574058.0,574058.0,508894.0,91.8675522942332,0.0,599830.0,574058.0,599830.0,91.29918284948818,0.0,599830.0,574058.0,599830.0,91.29918284948818,0.0,574058.0,574058.0,508894.0,91.8675522942332,0.0,574058.0,508894.0,91.8675522942332,0.0,599830.0,574058.0,599830.0,91.29918284948818
new_25,4.51559033010316,789346.0,601206.0,789346.0,96.38620524894736,0.0,764994.0,574058.0,764994.0,94.99046129830198,0.0,764994.0,574058.0,764994.0,94.99046129830198,4.51559033010316,774058.0,601206.0,774058.0,96.37264332470072,11.514854445852254,648762.0,777434.0,96.27291070629956,0.0,764994.0,574058.0,764994.0,94.99046129830198
new_26,0.0,750854.0,574058.0,750854.0,98.23909580853994,0.0,763830.0,574058.0,763830.0,97.45816660525304,0.0,763830.0,574058.0,763830.0,97.45816660525304,0.0,750854.0,574058.0,750854.0,98.24099228617467,0.0,574058.0,750854.0,98.23909580853994,0.0,763830.0,574058.0,763830.0,97.45816660525304
new_27,5.364751695981407,763906.0,583438.0,763906.0,97.98039433488476,2.0055445319627005,776778.0,563438.0,776778.0,97.8635452015056,2.0055445319627005,776778.0,563438.0,776778.0,97.8635452015056,4.783108054508393,780298.0,579874.0,780298.0,98.1240775957216,10.06499112276644,613930.0,742686.0,98.62217825075749,0.0,832134.0,552138.0,832134.0,96.87308693446478
new_28,3.5732171938819044,711542.0,539122.0,711542.0,94.61802711307644,6.542382022471911,675150.0,556250.0,675150.0,95.56142168778145,1.1169231354497555,711542.0,525730.0,711542.0,94.59622500314389,0.0,743678.0,519858.0,743678.0,95.74678095516992,9.495788663688495,574402.0,692238.0,94.99572593934776,0.0,711542.0,519858.0,711542.0,94.36554850508378
new_29,2.6777154025667347,723386.0,648762.0,723386.0,96.20660076765408,0.0,756070.0,631390.0,756070.0,95.55180576924263,0.0,756070.0,631390.0,756070.0,95.55180576924263,2.6777154025667347,719394.0,648762.0,719394.0,96.14473049049133,2.6777154025667347,648762.0,723386.0,96.20660076765408,0.0,756070.0,631390.0,756070.0,95.55180576924263
new_30,2.144611331898532,675806.0,526902.0,675806.0,92.83840821601451,0.0,694314.0,515602.0,694314.0,90.82418200051649,0.0,694314.0,515602.0,694314.0,90.82418200051649,0.8186851024702899,719102.0,519858.0,719102.0,92.94435605100904,2.144611331898532,526902.0,675806.0,92.83840821601451,0.0,690706.0,515602.0,690706.0,91.58815874100512
new_31,3.3666746344633016,677434.0,594058.0,677434.0,98.8296124286476,0.0,746046.0,574058.0,746046.0,99.25246975391396,0.0,746046.0,574058.0,746046.0,99.25246975391396,0.0,746046.0,574058.0,746046.0,99.24475564805608,14.835518605223882,674058.0,677434.0,99.32377855329368,0.0,746046.0,574058.0,746046.0,99.25246975391396
new_32,3.364726229050373,793026.0,594402.0,793026.0,96.31880909323304,0.0,840862.0,574402.0,840862.0,96.80780200901432,0.0,840862.0,574402.0,840862.0,97.16849495013857,1.929308761110599,813170.0,585702.0,813170.0,99.4299515144748,12.112087300057224,653562.0,729610.0,99.89081493843275,0.0,820862.0,574402.0,820862.0,94.54901899978644
new_33,0.0,597350.0,574058.0,597350.0,86.83981662729128,0.0,597350.0,574058.0,597350.0,86.83981662729128,0.0,597350.0,574058.0,597350.0,86.83981662729128,0.0,597350.0,574058.0,597350.0,86.83981662729128,0.0,574058.0,597350.0,86.83981662729128,0.0,597350.0,574058.0,597350.0,86.83981662729128
new_34,0.0,674058.0,390490.0,674058.0,93.84264459407105,0.0,674058.0,390490.0,674058.0,93.84264459407105,0.0,674058.0,390490.0,674058.0,93.84264459407105,0.0,674058.0,390490.0,674058.0,93.84264459407105,0.0,390490.0,674058.0,93.84264459407105,0.0,674058.0,390490.0,674058.0,93.84264459407105
new_35,4.421599552066995,780222.0,575086.0,780222.0,96.96587542083236,0.0,855842.0,549658.0,855842.0,93.99970157789596,0.0,855842.0,549658.0,855842.0,93.99970157789596,0.0,781930.0,549658.0,781930.0,97.1500006788448,4.421599552066995,575086.0,780222.0,96.96587542083236,0.0,855842.0,549658.0,855842.0,93.99970157789596
new_36,0.0,733606.0,461202.0,733606.0,96.04765372517512,4.200853298326223,642670.0,481426.0,642670.0,96.44057014631146,4.200853298326223,642670.0,481426.0,642670.0,96.44057014631146,4.200853298326223,642670.0,481426.0,642670.0,96.4320628822338,20.129053710034395,577434.0,674058.0,97.85173761464736,0.0,733606.0,461202.0,733606.0,96.04765372517512
new_37,3.97266605869052,521114.0,480282.0,521114.0,86.8242196891431,0.0,517594.0,461202.0,517594.0,87.58193440464704,0.0,517594.0,461202.0,517594.0,87.58193440464704,0.0,521114.0,461202.0,521114.0,87.21946959802696,3.97266605869052,480282.0,521114.0,86.8242196891431,0.0,533986.0,461202.0,533986.0,87.17881029149888
new_38,0.0,593338.0,515602.0,593338.0,95.6739683781774,0.0,593338.0,515602.0,593338.0,95.6739683781774,0.0,593338.0,515602.0,593338.0,95.6739683781774,0.0,593338.0,515602.0,593338.0,95.6739683781774,7.236797127158499,555826.0,561202.0,97.27456264091931,0.0,593338.0,515602.0,593338.0,95.6739683781774
new_39,0.0,622442.0,574058.0,622442.0,92.6853891118826,0.0,688286.0,574058.0,688286.0,91.8629528172422,0.0,688286.0,574058.0,688286.0,91.8629528172422,0.0,597350.0,574058.0,597350.0,93.11737448936566,0.0,574058.0,622442.0,92.6853891118826,0.0,688286.0,574058.0,688286.0,91.8629528172422
new_40,0.0,884690.0,630266.0,884690.0,97.534833275234,0.0,785610.0,630266.0,785610.0,97.89341133702209,0.0,785610.0,630266.0,785610.0,97.89341133702209,0.1780199242940179,862366.0,631390.0,862366.0,98.00136952702142,0.7920692336509796,635298.0,772554.0,98.17094098181626,0.0,884690.0,630266.0,884690.0,97.534833275234
new_41,3.3666746344633016,631390.0,594058.0,631390.0,84.43633805038375,0.0,631390.0,574058.0,631390.0,84.61371025959701,0.0,631390.0,574058.0,631390.0,84.61371025959701,0.0,631390.0,574058.0,631390.0,84.61371025959701,3.3666746344633016,594058.0,631390.0,84.43633805038375,0.0,631390.0,574058.0,631390.0,84.61371025959701
new_42,3.354796057235493,606538.0,568738.0,606538.0,81.8342379332581,0.0,612218.0,549658.0,612218.0,81.42033204960475,0.0,612218.0,549658.0,612218.0,81.42033204960475,0.0,638674.0,549658.0,638674.0,81.87141923643541,3.354796057235493,568738.0,606538.0,81.8342379332581,0.0,612218.0,549658.0,612218.0,81.42033204960475
new_43,0.6905976991609722,674058.0,578050.0,674058.0,92.50706222679835,0.0,761618.0,574058.0,761618.0,91.76206540443384,0.0,761618.0,574058.0,761618.0,91.76206540443384,0.0,761618.0,574058.0,761618.0,92.53689538783884,0.6905976991609722,578050.0,674058.0,92.50706222679835,0.0,761618.0,574058.0,761618.0,91.2120587521148
new_44,1.4744457540902114,702202.0,639698.0,702202.0,97.9513751316389,0.0,764546.0,630266.0,764546.0,96.83067026471213,0.0,764546.0,630266.0,764546.0,96.83067026471213,4.576574503326298,806578.0,660494.0,806578.0,97.89087614994882,1.4744457540902114,639698.0,702202.0,97.9513751316389,0.0,764546.0,630266.0,764546.0,96.83067026471213
new_45,0.0,555910.0,370266.0,555910.0,82.25996860696715,0.0,555910.0,370266.0,555910.0,82.25996860696715,0.0,555910.0,370266.0,555910.0,82.25996860696715,0.0,562890.0,370266.0,562890.0,82.68381408530067,0.0,370266.0,555910.0,82.25996860696715,0.0,562890.0,370266.0,562890.0,82.64181961516648
new_46,0.0,661618.0,574058.0,661618.0,84.84816948445219,0.0,661618.0,574058.0,661618.0,84.84816948445219,0.0,661618.0,574058.0,661618.0,84.84816948445219,0.0,661618.0,574058.0,661618.0,84.84816948445219,0.0,574058.0,661618.0,84.84816948445219,0.0,661618.0,574058.0,661618.0,84.84816948445219
new_47,0.813879997553467,586050.0,490490.0,586050.0,93.5263912814152,0.813879997553467,586050.0,490490.0,586050.0,93.5263912814152,0.813879997553467,586050.0,490490.0,586050.0,93.5263912814152,0.813879997553467,586050.0,490490.0,586050.0,93.5263912814152,0.813879997553467,490490.0,586050.0,93.5263912814152,0.0,686050.0,486498.0,686050.0,92.8003471432967
new_48,3.354796057235493,606538.0,568738.0,606538.0,82.57068277497102,0.0,612218.0,549658.0,612218.0,82.3016366069784,0.0,612218.0,549658.0,612218.0,82.3016366069784,3.354796057235493,619466.0,568738.0,619466.0,82.52583729262459,3.354796057235493,568738.0,606538.0,82.57068277497102,0.0,612218.0,549658.0,612218.0,82.3016366069784
new_49,0.0,486498.0,486498.0,390490.0,79.40294142832744,0.0,486498.0,486498.0,390490.0,79.40294142832744,0.0,486498.0,486498.0,390490.0,79.40294142832744,0.0,486498.0,486498.0,390490.0,79.40294142832744,0.0,486498.0,390490.0,79.40294142832744,0.0,486498.0,486498.0,390490.0,79.40294142832744
new_50,4.103437326624539,762002.0,573178.0,762002.0,97.849493916526,5.523604574815141,773794.0,581794.0,773794.0,98.29032092683836,4.421599552066995,754370.0,575086.0,754370.0,98.3281313189652,4.187685860807904,785598.0,573682.0,785598.0,99.48927572410304,14.97495614618557,646466.0,731530.0,99.98174047718727,0.0,745598.0,549658.0,745598.0,96.53822987309287
new_51,4.576574503326298,660494.0,660494.0,606946.0,99.73028040774568,0.0,694182.0,630266.0,694182.0,99.2893644556642,0.0,694182.0,630266.0,694182.0,99.2893644556642,4.738686069605119,673262.0,661618.0,673262.0,99.7820884141148,4.576574503326298,660494.0,606946.0,99.73028040774568,0.0,694182.0,630266.0,694182.0,99.2893644556642
new_52,0.0,586498.0,574058.0,586498.0,89.77014791645175,0.0,586498.0,574058.0,586498.0,89.77014791645175,0.0,586498.0,574058.0,586498.0,89.77014791645175,0.0,586498.0,574058.0,586498.0,89.77014791645175,0.0,574058.0,586498.0,89.77014791645175,0.0,586498.0,574058.0,586498.0,89.77014791645175
new_53,0.0,678182.0,551994.0,678182.0,92.6524871029846,11.589578988842868,652054.0,624354.0,652054.0,91.10428673907752,3.1592871603959285,648003.0,570002.0,648003.0,92.9468786481401,0.0,678182.0,551994.0,678182.0,92.6524871029846,14.143997013671784,642930.0,671690.0,94.181664397187,0.0,678182.0,551994.0,678182.0,92.6524871029846
new_54,0.0,661618.0,661618.0,657442.0,93.3956677716546,0.0,688762.0,661618.0,688762.0,92.49499353448508,0.0,688762.0,661618.0,688762.0,92.49499353448508,0.0,661618.0,661618.0,659922.0,93.3956677716546,0.0,661618.0,657442.0,93.3956677716546,0.0,688762.0,661618.0,688762.0,92.49499353448508
new_55,0.6905976991609722,674058.0,578050.0,674058.0,96.93624265897726,0.0,674058.0,574058.0,674058.0,96.93624265897726,0.0,674058.0,574058.0,674058.0,96.93624265897726,0.0,674058.0,574058.0,674058.0,96.93624265897726,0.6905976991609722,578050.0,674058.0,96.93624265897726,0.0,674058.0,574058.0,674058.0,96.93624265897726
new_56,1.929308761110599,731306.0,585702.0,731306.0,94.92379291616903,1.514990449867807,713298.0,583238.0,713298.0,97.40804350746916,1.514990449867807,699170.0,583238.0,699170.0,95.91177768446956,1.514990449867807,699170.0,583238.0,699170.0,95.86694613844767,1.929308761110599,585702.0,710834.0,96.19987502706294,0.0,824542.0,574402.0,824542.0,92.49328555909752
new_57,4.51559033010316,740798.0,601206.0,740798.0,99.64893937565284,0.0,737598.0,574058.0,737598.0,99.61370227297138,0.0,737598.0,574058.0,737598.0,99.61370227297138,2.9189031959115064,744770.0,591318.0,744770.0,99.27382604029646,4.51559033010316,601206.0,740798.0,99.64893937565284,0.0,715870.0,574058.0,715870.0,99.3466152676218
new_58,2.449854648583223,767874.0,563462.0,767874.0,97.75331583577128,0.0,826938.0,549658.0,826938.0,99.3287252761688,0.0,826938.0,549658.0,826938.0,99.3287252761688,2.505915365049859,842766.0,563786.0,842766.0,99.63937050418258,7.763432127023335,595922.0,856739.0,99.14935983122402,0.0,775566.0,549658.0,775566.0,96.097682731531
new_59,0.0,518718.0,515602.0,518718.0,98.08047505203524,0.0,555110.0,515602.0,555110.0,99.26505336221514,0.0,555110.0,515602.0,555110.0,99.26505336221514,0.0,518718.0,515602.0,518718.0,99.32310562647498,0.0,515602.0,518718.0,98.08047505203524,0.0,555110.0,515602.0,555110.0,99.26505336221514
new_60,0.0,563438.0,486498.0,563438.0,92.74209241022798,0.0,563438.0,486498.0,563438.0,92.74209241022798,0.0,563438.0,486498.0,563438.0,92.74209241022798,0.0,563438.0,486498.0,563438.0,92.74209241022798,15.76871535076025,577574.0,519858.0,93.07038642465989,0.0,563438.0,486498.0,563438.0,92.74209241022798
new_61,0.0,674058.0,486498.0,674058.0,92.85109994973443,0.0,674058.0,486498.0,674058.0,92.85109994973443,0.0,674058.0,486498.0,674058.0,92.85109994973443,0.0,674058.0,486498.0,674058.0,92.85109994973443,0.0,486498.0,674058.0,92.85109994973443,0.0,674058.0,486498.0,674058.0,92.85109994973443
new_62,0.0,574058.0,574058.0,486498.0,83.10872373699598,0.0,574058.0,574058.0,486498.0,83.50229277781818,0.0,574058.0,574058.0,486498.0,83.50229277781818,0.0,574058.0,574058.0,522890.0,87.93488539976713,0.0,574058.0,486498.0,83.10872373699598,0.0,574058.0,574058.0,486498.0,83.50229277781818
new_63,2.487506412412392,706358.0,588702.0,706358.0,99.39257677006184,0.0,687259.0,574058.0,687259.0,99.3811148892196,0.0,687259.0,574058.0,687259.0,99.3811148892196,0.0,687259.0,574058.0,687259.0,99.39088893499805,5.810294190033964,609470.0,706358.0,99.39257677006184,0.0,687259.0,574058.0,687259.0,99.3811148892196
new_64,4.3626488995069765,634314.0,539122.0,634314.0,99.9674091596236,0.0,830546.0,515602.0,830546.0,96.9717139209968,0.0,830546.0,515602.0,830546.0,96.9717139209968,4.3626488995069765,630290.0,539122.0,630290.0,99.97561006592244,5.867038620654401,547738.0,630794.0,99.98768534977503,0.0,830546.0,515602.0,830546.0,96.9717139209968
new_65,0.0,574058.0,390490.0,574058.0,87.201701276447,0.0,574058.0,390490.0,574058.0,87.201701276447,0.0,574058.0,390490.0,574058.0,87.201701276447,0.0,574058.0,390490.0,574058.0,87.201701276447,0.0,390490.0,574058.0,87.201701276447,0.0,574058.0,390490.0,574058.0,87.201701276447
new_66,1.84794797039695,764994.0,490490.0,764994.0,99.870630949304,0.0,764994.0,481426.0,764994.0,97.21854549618898,0.0,764994.0,481426.0,764994.0,97.21854549618898,0.0,764994.0,481426.0,764994.0,99.91697343491992,1.84794797039695,490490.0,764994.0,99.870630949304,0.0,764994.0,481426.0,764994.0,97.21854549618898
new_67,0.0,752554.0,486498.0,752554.0,87.7918694768,0.0,702102.0,486498.0,702102.0,91.02529287970164,0.0,702102.0,486498.0,702102.0,91.02529287970164,0.0,733606.0,486498.0,733606.0,90.227768351037,2.977109284321116,501426.0,694058.0,93.10807040420758,0.0,752554.0,486498.0,752554.0,87.7918694768
new_68,0.0,493422.0,390490.0,493422.0,86.31626155747578,0.0,493422.0,390490.0,493422.0,86.31626155747578,0.0,493422.0,390490.0,493422.0,86.31626155747578,0.0,493422.0,390490.0,493422.0,86.31626155747578,0.0,390490.0,493422.0,86.31626155747578,0.0,493422.0,390490.0,493422.0,86.31626155747578
new_69,0.0,518718.0,290490.0,518718.0,88.542987152572,0.0,518718.0,290490.0,518718.0,88.87951745126868,0.0,518718.0,290490.0,518718.0,88.87951745126868,0.0,529814.0,290490.0,529814.0,90.92738855836964,0.0,290490.0,518718.0,88.542987152572,0.0,518718.0,290490.0,518718.0,88.87951745126868
new_70,0.0,697474.0,549658.0,697474.0,97.0790082218645,0.0,697474.0,549658.0,697474.0,97.50284400820983,0.0,697474.0,549658.0,697474.0,97.50284400820983,0.0,678486.0,549658.0,678486.0,98.01192655020911,6.968501937951695,590830.0,665338.0,97.78529160401577,0.0,697474.0,549658.0,697474.0,97.50400734157716
